row_id,id,event_date,firearm_name,range_name,rounds_fired,ammo_description,notes,created,modified
407,01KWG95P097GN4CVQDS9D0CA58,2020-10-29 20:05:22.3130033,Grey Birch 10/22,Phoenix,20,Aguila,Was shooting fast. I think this ammo has promise,2026-07-02 02:05:22.3134585+00:00,2026-07-02 02:05:22.3134605+00:00
408,01KWG95P0AYQ9DKTJJG65XN1FC,2020-10-29 20:05:22.3136873,Grey Birch 10/22,Phoenix,100,Sterling Cross,"",2026-07-02 02:05:22.3140652+00:00,2026-07-02 02:05:22.314067+00:00
409,01KWG95P0AYQ9DKTJJG65XN1FK,2020-10-29 20:05:22.3143054,Grey Birch 10/22,Phoenix,60,"Federal 36gr HP ""Black Pack""","",2026-07-02 02:05:22.3146783+00:00,2026-07-02 02:05:22.3146802+00:00
410,01KWG95P0BDG5Z7JEN4HNBPJCA,2020-11-19 20:05:22.3148976,Grey Birch 10/22,Phoenix,100,"Federal 36gr HP ""Black Pack""",-2.25 MOA/0 MOA.  Not bad groups.  ,2026-07-02 02:05:22.3153451+00:00,2026-07-02 02:05:22.3153471+00:00
411,01KWG95P0CV24N2TXJ0H5BS6G4,2020-11-19 20:05:22.3155671,Grey Birch 10/22,Phoenix,49,Aguila,-2.25 MOA/0 MOA.  Grouped the worse,2026-07-02 02:05:22.3160131+00:00,2026-07-02 02:05:22.3160151+00:00
412,01KWG95P0CV24N2TXJ0H5BS6GC,2020-11-19 20:05:22.3163061,Grey Birch 10/22,Phoenix,60,Sterling Cross,-1.5MOA/-0.25MOA.  Seemed to have good groups.  10 rounds and everything is in a 1.5MOA circle.,2026-07-02 02:05:22.3168323+00:00,2026-07-02 02:05:22.3168343+00:00
413,01KWG95P0EWS1G2AP6DAZAFTWR,2020-11-28 20:05:22.3170799,Israeli 98k,SPFGA,24,"180gr Nosler Ballistic Tip, 45.0gr IMR 4895, 3.850""""","-2.5C, 65% humidity, 705m",2026-07-02 02:05:22.318743+00:00,2026-07-02 02:05:22.3187464+00:00
414,01KWG95P0G27P6NMY4NA0TQ9SM,2020-11-28 20:05:22.3190121,Israeli 98k,SPFGA,12,"180gr Barnes TSX, 45.0gr IMR 4895","",2026-07-02 02:05:22.3202212+00:00,2026-07-02 02:05:22.3202233+00:00
415,01KWG95P0HKHWTSGNQW8T19TQZ,2020-11-28 20:05:22.3204956,Israeli 98k,SPFGA,9,"170gr Hornandy RN, 46.8gr IMR 4895",Pressure signs - primer's backed out a bit.,2026-07-02 02:05:22.321639+00:00,2026-07-02 02:05:22.3216411+00:00
416,01KWG95P0K9F87FJ5YQGNTFHGX,2020-11-28 20:05:22.3218807,Israeli 98k,SPFGA,21,"170gr CIL, 46.8gr IMR 4895","",2026-07-02 02:05:22.323041+00:00,2026-07-02 02:05:22.323043+00:00
417,01KWG95P0MAZN40XHXBKKAPGZ7,2020-12-06 20:05:22.3233112,M96,SPFGA,30,"140gr, ~35.0gr IMR 4895",Shooting to zero the Bushnell Elite 10x,2026-07-02 02:05:22.3241215+00:00,2026-07-02 02:05:22.3241233+00:00
418,01KWG95P0MAZN40XHXBKKAPGZF,2020-12-09 20:05:22.32438,Grey Birch 10/22,Phoenix,150,Peter's .22LR,"Got good groups.  Something happened to the rifle, lost all zero at about 140 rounds. -1.5MOA/+0.75MOA @ 40 yards",2026-07-02 02:05:22.3249451+00:00,2026-07-02 02:05:22.3249471+00:00
419,01KWG95P0PRHM64QQRXBX9W58R,2020-12-09 20:05:22.3252032,Grey Birch 10/22,Phoenix,15,Sterling Cross,Switch ammo to try and isolate the problem.  Zero is still lost; must be a mechanical failure?,2026-07-02 02:05:22.326396+00:00,2026-07-02 02:05:22.3263994+00:00
420,01KWG95P0QHETVXEJ94YVG6E3S,2020-12-09 20:05:22.3267684,Grey Birch 10/22,"",0,"","Cleaning.  Disassembled rifle, remove barrel. WipeOut down the barrel",2026-07-02 02:05:22.3278242+00:00,2026-07-02 02:05:22.3278273+00:00
421,01KWG95P0SXMT0YN3NMGJYPVK2,2020-12-20 20:05:22.328201,Grey Birch 10/22,SPFGA,100,Aguila,Zeroed for 50m.  Seemed to be getting good groups.  Very high winds (forgot my Kestrel).,2026-07-02 02:05:22.3295983+00:00,2026-07-02 02:05:22.3296056+00:00
422,01KWG95P0VTDNJC3KR5KC90VGA,2020-12-20 20:05:22.3301304,Grey Birch 10/22,SPFGA,40,Sterling Cross,Adjusted again for 50.  Good groups as well (considering the wind).,2026-07-02 02:05:22.3311954+00:00,2026-07-02 02:05:22.3311984+00:00
423,01KWG95P0VTDNJC3KR5KC90VGK,2020-12-20 20:05:22.3314877,"MRA Renegade .223 16""",SPFGA,35,.223 Handloads: I think 55gr Lake City with 23.5gr of IMR-4895?,Zeroed at 50m.  Scope was way too low; need better rings,2026-07-02 02:05:22.3318628+00:00,2026-07-02 02:05:22.3318648+00:00
424,01KWG95P0WEXSQ6D12VQJCJSR9,2020-12-26 20:05:22.3321077,"MRA Renegade .223 16""",SPFGA,65,"55gr, 25.4gr H-4895","Put on the Vortex Strike Eagle, zeroed at 50m.  Seems to be a 2MOA shooter, easy",2026-07-02 02:05:22.332515+00:00,2026-07-02 02:05:22.3325174+00:00
425,01KWG95P0Z0V5YZFXD9KPSBD5K,2020-12-26 20:05:22.3328694,Remington 597,SPFGA,30,Peter's .22LR,Shooting at 25 & 50m.  The begging job is too tight?  Mags are stiff to insert/pull out.,2026-07-02 02:05:22.3353323+00:00,2026-07-02 02:05:22.3353367+00:00
426,01KWG95P10NZQ0A5AHQVRDCKR2,2020-12-26 20:05:22.3356492,GSG STG-44,SPFGA,100,All sorts; mixed bag of left over .22LR,Zeroing the Bushnell TRS-25 for 50m.,2026-07-02 02:05:22.3365154+00:00,2026-07-02 02:05:22.3365179+00:00
427,01KWG95P113D021WDY14V2XREH,2020-12-29 20:05:22.3367861,Grey Birch 10/22,CHAS,40,Peter's .22LR,"Got about 40 rounds through at 100m.  +3.75 MOA elevation, -3MOA wind with the Peters ammo.  After that, it would fire a round, cycle the action.  However the fresh round would not fire.  Had to drop the mag, recock the rifle (the fresh round still in the chamber) and then it would fire.",2026-07-02 02:05:22.3375242+00:00,2026-07-02 02:05:22.3375262+00:00
428,01KWG95P1304KKT3T16KVB5RJT,2020-12-29 20:05:22.3378454,Grey Birch 10/22,CHAS,30,Sterling Cross,"After that, it would fire a round, cycle the action.  However the fresh round would not fire.  Had to drop the mag, recock the rifle (the fresh round still in the chamber) and then it would fire.  Did this as well with the Sterling Cross ammo.",2026-07-02 02:05:22.3390111+00:00,2026-07-02 02:05:22.3390131+00:00
429,01KWG95P14YKECNWG270N1C9E7,2020-12-29 20:05:22.3393086,Grey Birch 10/22,"",0,"","Cleaned the rifle. Took it completely apart (barrel and all). Adjusted the scope dials to """"zero"""".",2026-07-02 02:05:22.3401796+00:00,2026-07-02 02:05:22.3401833+00:00
430,01KWG95P14YKECNWG270N1C9EF,2020-12-29 20:05:22.3404918,"MRA Renegade .223 16""",CHAS,70,"55gr, 25.4gr H-4895","First on 100 to check the zero.  Then moved to the Long Range.  200m was easy, pretty sure I was getting hits at 300m.  Couldn't tell with at 400m.",2026-07-02 02:05:22.3409127+00:00,2026-07-02 02:05:22.3409146+00:00
431,01KWG95P16NG1ASB0E5EA7R2X3,2020-12-29 20:05:22.3411697,Israeli 98k,CHAS,8,"180gr Barnes TSX, 45.0gr IMR 4895",The 170gr Hornady RN had feed issues; one got stuck in the chamber.,2026-07-02 02:05:22.3424971+00:00,2026-07-02 02:05:22.3424993+00:00
432,01KWG95P17YKBKKDNW4N13KHG3,2021-01-01 20:05:22.3427641,Grey Birch 10/22,SPFGA,100,"Federal 36gr HP ""Black Pack""",Scope was zeroed using Sterling Cross.  100m - +5.5MOA elevation.  50m -1MOA.   ,2026-07-02 02:05:22.3439184+00:00,2026-07-02 02:05:22.3439216+00:00
433,01KWG95P194ZQXDN293M3E84BP,2021-01-01 20:05:22.3442797,Grey Birch 10/22,SPFGA,91,Sterling Cross,Zeroed scope..  100m was +7.25MOA,2026-07-02 02:05:22.3451956+00:00,2026-07-02 02:05:22.3451983+00:00
434,01KWG95P1A7HPZVGC1790M2KXS,2021-01-04 20:05:22.345468,M96,SPFGA,31,"130gr Hornady ELD Match, ~ 36gr D-4895",Rezeroed the scope for this load @ 100m.  ,2026-07-02 02:05:22.3464216+00:00,2026-07-02 02:05:22.3464238+00:00
435,01KWG95P1BJYG6T9FBNSYZMQJA,2021-01-04 20:05:22.3466721,"MRA Renegade .223 16""",SPFGA,30,Norinco,Gathered velocity data mostly.  ,2026-07-02 02:05:22.3471402+00:00,2026-07-02 02:05:22.3471423+00:00
436,01KWG95P1BJYG6T9FBNSYZMQJJ,2021-01-04 20:05:22.3473879,"MRA Renegade .223 16""",SPFGA,40,"55gr, 25.4gr H-4895",Zeroed at 200m,2026-07-02 02:05:22.3478728+00:00,2026-07-02 02:05:22.3478748+00:00
437,01KWG95P1D5SHRAZVJCGHFR3JM,2021-01-10 20:05:22.3481312,Grey Birch 10/22,SPFGA,10,"Federal 36gr HP ""Black Pack""","-3C, consistent feed issues.   Was trying to gather velocities with the RAT, didn't work.",2026-07-02 02:05:22.3491424+00:00,2026-07-02 02:05:22.3491444+00:00
438,01KWG95P1D5SHRAZVJCGHFR3JW,2021-01-10 20:05:22.349426,"MRA Renegade .223 16""",SPFGA,10,"69gr SMK, 23.75gr D-4895",Good results? Small sample though.,2026-07-02 02:05:22.3499833+00:00,2026-07-02 02:05:22.3499855+00:00
439,01KWG95P1ECMG3Z6CXCK4ZXXRC,2021-01-10 20:05:22.3502563,"MRA Renegade .223 16""",SPFGA,40,"55gr, 24.8gr H-4895",Gathering velocities.  Mark trying out.,2026-07-02 02:05:22.3508405+00:00,2026-07-02 02:05:22.3508426+00:00
440,01KWG95P1GDMGBXCTE0WX44VBE,2021-01-10 20:05:22.3511281,M96,SPFGA,30,"Assorted 140gr, 35.0gr D-4895.","Gathering velocities. Hornady Interlock, SST, and HPBT stuff.",2026-07-02 02:05:22.3520822+00:00,2026-07-02 02:05:22.3520843+00:00
441,01KWG95P1H1R8VFA7BJQS5R4DY,2021-01-17 20:05:22.3524063,M96,SPFGA,37,OCW testing with IMR-4895,"Had +2 MOA on the turret.  Could come down 1MOA, then zero them.",2026-07-02 02:05:22.3538695+00:00,2026-07-02 02:05:22.3538717+00:00
442,01KWG95P1K8P8VC1H71SXX0975,2021-01-17 20:05:22.3541297,Grey Birch 10/22,SPFGA,10,Peter's .22LR,"Used +4MOA elevation. Was hitting ~ 1.25"""" right?""""",2026-07-02 02:05:22.3551615+00:00,2026-07-02 02:05:22.3551636+00:00
443,01KWG95P1M143NQWQ0ZR9YB9G2,2021-01-17 20:05:22.355436,Grey Birch 10/22,SPFGA,40,Sterling Cross,Was about +7 MOA elevation,2026-07-02 02:05:22.3564962+00:00,2026-07-02 02:05:22.3564982+00:00
444,01KWG95P1NDSMG2N6H74XPEWYN,2021-01-24 20:05:22.3567599,GSG STG-44,SPFGA,120,"Federal 36gr HP ""Black Pack""",.22LR Rimfire Raceguns stuff.   -20C.  Rifle worked fine.  Some feed issues that I think were magazine related,2026-07-02 02:05:22.3577373+00:00,2026-07-02 02:05:22.3577394+00:00
445,01KWG95P1PEHVSGMT8YKKG0X29,2021-01-24 20:05:22.3579838,"MRA Renegade .223 16""",SPFGA,30,??,Adriel demoing the MRA,2026-07-02 02:05:22.3588846+00:00,2026-07-02 02:05:22.3588873+00:00
446,01KWG95P1RFSP7B4ZPHP0GKQ3W,2021-01-30 20:05:22.3592098,Israeli 98k,SPFGA,46,"170gr Hornday RN & 170gr CIL Spitzer, 46.8gr D-4895",The Hornady RN is crap.  Does't group. It seems to hit 4.5 MOA high and 1.5MOA right.,2026-07-02 02:05:22.3607515+00:00,2026-07-02 02:05:22.3607541+00:00
447,01KWG95P1TK2XCBBD69PA7VWA2,2021-02-28 20:05:22.3610648,Israeli 98k,SPFGA,15,170gr CIL Spitzer & 180 Barnes TSX,Gathering some velocity.  -6C,2026-07-02 02:05:22.3627993+00:00,2026-07-02 02:05:22.362802+00:00
448,01KWG95P1WKFTBF8FSK022CMQC,2021-02-28 20:05:22.3631121,Remington 597,SPFGA,75,"Federal 36gr HP ""Black Pack""",Trying to zero. Lots of light strikes.,2026-07-02 02:05:22.3649301+00:00,2026-07-02 02:05:22.3649322+00:00
449,01KWG95P1YNVQ0XN1MS2N7GF9J,2021-03-07 20:05:22.3652248,Grey Birch 10/22,SPFGA,100,"Federal 36gr HP ""Black Pack""","Zero'd for 50m.  The bolt catch kept engaging the bolt, so this was more like a straight pull .22LR.  Good accuracy, around 0.5"""" at 50m",2026-07-02 02:05:22.3662647+00:00,2026-07-02 02:05:22.3662669+00:00
450,01KWG95P1Z99K4VE03N76J3S1S,2021-03-13 20:05:22.3665454,Grey Birch 10/22,SPFGA,60,"Federal 36gr HP ""Black Pack""",First try of the KIDD trigger.  Nice.  Groups seemed better.,2026-07-02 02:05:22.367992+00:00,2026-07-02 02:05:22.3679947+00:00
451,01KWG95P22WDMA9FTS6FVKZHK7,2021-03-13 20:05:22.3682742,Remington 597,SPFGA,70,"Federal 36gr HP ""Black Pack""","Replace the trigger spring with MCarbo.  Rezeroed, then noticed the scope mount was loose!  Have re-zero.  Labradar Series 36.   1218FPS?",2026-07-02 02:05:22.3701185+00:00,2026-07-02 02:05:22.370121+00:00
452,01KWG95P23GH72K0C7PWA2WE1Q,2021-03-19 20:05:22.3704556,Israeli 98k,SPFGA,38,180gr Barnes TSX,Trying to zero at 100m.  Rounds were all over the place.  Will move to a different stock to see if that is the problem.,2026-07-02 02:05:22.3718126+00:00,2026-07-02 02:05:22.3718147+00:00
453,01KWG95P24ENHZYHV4QYT1HV37,2021-03-20 20:05:22.3720671,"MRA Renegade .223 16""",CHAS,45,"55gr, 24.8gr H-4895",3-Gun. Ran fine.  Make sure that the mags are seated!,2026-07-02 02:05:22.3729988+00:00,2026-07-02 02:05:22.3730009+00:00
454,01KWG95P262N208RFMDS5EVJ1R,2021-03-20 20:05:22.3732728,CZ-85,CHAS,40,Remington 124gr,3-Gun. Went well.,2026-07-02 02:05:22.3742778+00:00,2026-07-02 02:05:22.3742805+00:00
455,01KWG95P276ANYBMWQ5H4N5KJF,2021-03-20 20:05:22.3747202,Winchester SXP,CHAS,35,Challenger #7.5,3-Gun. Went well.,2026-07-02 02:05:22.3757418+00:00,2026-07-02 02:05:22.3757451+00:00
456,01KWG95P2CCY0B8CG09QG6JC9M,2021-04-15 20:05:22.3761529,G41,SPFGA,31,Assorted 230gr CamPro.,SPFGA Fun Night.,2026-07-02 02:05:22.3800503+00:00,2026-07-02 02:05:22.3800551+00:00
457,01KWG95P2G2EXD037FFZD69H7T,2021-04-17 20:05:22.3804859,G41,CHAS,100,Assorted 230gr CamPro.,3-gun,2026-07-02 02:05:22.3842029+00:00,2026-07-02 02:05:22.3842076+00:00
458,01KWG95P2HE68H4K6DZEMRB0FV,2021-04-17 20:05:22.3847808,Winchester SXP,CHAS,50,Challenger #7.5,3-gun,2026-07-02 02:05:22.3858445+00:00,2026-07-02 02:05:22.3858485+00:00
459,01KWG95P2KV6WYH4KGAWQQXMWZ,2021-04-17 20:05:22.3862621,"MRA Renegade .223 16""",CHAS,60,55gr handloads,3-gun,2026-07-02 02:05:22.387623+00:00,2026-07-02 02:05:22.3876253+00:00
460,01KWG95P2M0GSJA14VMVKRZBJG,2021-04-19 20:05:22.3880182,GSG STG-44,SPFGA,185,"Federal 36gr HP ""Black Pack""","Still shooting about 1.5"""" @ 50m.  Could maybe come 1"""" right.",2026-07-02 02:05:22.3890044+00:00,2026-07-02 02:05:22.3890066+00:00
461,01KWG95P2PN0P4R8CGJAM1DR1C,2021-05-02 20:05:22.3893506,GSG STG-44,SPFGA,30,"Federal 36gr HP ""Black Pack""",Finished zeroing the Falke for 50m,2026-07-02 02:05:22.3904745+00:00,2026-07-02 02:05:22.390477+00:00
462,01KWG95P2QAT83GF4XC4BHWQBB,2021-05-02 20:05:22.3907399,Grey Birch 10/22,SPFGA,20,Sterling Cross,"50m, shooting about 3MOA low.  Optic was zeroed  using Federal Black Pack",2026-07-02 02:05:22.3918633+00:00,2026-07-02 02:05:22.3918656+00:00
463,01KWG95P2S5MJEHYBJ505967B1,2021-05-02 20:05:22.3921458,Grey Birch 10/22,SPFGA,20,CCI SV,"50m, shooting about 2~3MOA low.  Optic was zeroed  using Federal Black Pack",2026-07-02 02:05:22.3933222+00:00,2026-07-02 02:05:22.3933245+00:00
464,01KWG95P2TAWMB5XATCH94NAB6,2021-05-02 20:05:22.3936579,Grey Birch 10/22,SPFGA,60,"Federal 36gr HP ""Black Pack""",50m zero,2026-07-02 02:05:22.3949087+00:00,2026-07-02 02:05:22.3949109+00:00
465,01KWG95P2W5YXVWV7VQMZZFYTS,2021-05-04 20:05:22.395243,Grey Birch 10/22,SPFGA,100,"Federal 36gr HP ""Black Pack""",100m.  +6MOA/-.5MOA,2026-07-02 02:05:22.3968612+00:00,2026-07-02 02:05:22.396864+00:00
466,01KWG95P2YXVX46WWTHFF040E3,2021-05-04 20:05:22.3971374,GSG STG-44,SPFGA,55,"Federal 36gr HP ""Black Pack""","Shooting at 100m.  Tried to zero the optic for 100.  Come right ~ 2MOA, up ~ 4MOA?",2026-07-02 02:05:22.3982001+00:00,2026-07-02 02:05:22.3982136+00:00
467,01KWG95P2ZYBJFREEE7DX82SKH,2021-05-13 20:05:22.3984751,Grey Birch 10/22,SPFGA,200,"Federal 36gr HP ""Black Pack""","Trued MV @19C - 1250fps.  Shot 25m standing, could put almost all 10 rounds into 3"""" circle.",2026-07-02 02:05:22.3997391+00:00,2026-07-02 02:05:22.3997413+00:00
468,01KWG95P318A96CJTVXMNTP7C3,2021-05-24 20:05:22.4000397,Grey Birch 10/22,SPFGA,100,"Federal 36gr HP ""Black Pack""",Shooting at 100m. Dialled in 5.25. Bullseye app suggested +1MOA (6.25 MOA).  Kestrel said +5.75MOA.  Ended up holding using subtensions around 6MOA.,2026-07-02 02:05:22.4013388+00:00,2026-07-02 02:05:22.401341+00:00
469,01KWG95P331TSH73TBPNJD7X5Q,2021-05-24 20:05:22.4016192,Grey Birch 10/22,SPFGA,20,CCI SV,Shooting at 100m.  Needed +11.25MOA,2026-07-02 02:05:22.4034067+00:00,2026-07-02 02:05:22.4034095+00:00
470,01KWG95P37SZAEYR2FDV1ZKY8T,2021-06-05 20:05:22.4037656,G41,CHAS,180,230gr w/4.5gr HP-38,This load is too weak - it does not reliably cycle the action.  Some undeformed projectiles actually bounced back and hit me.,2026-07-02 02:05:22.4075403+00:00,2026-07-02 02:05:22.407547+00:00
471,01KWG95P3917HW6MD5G6A9V5ES,2021-06-05 20:05:22.4080354,GSG STG-44,CHAS,195,"Federal 36gr HP ""Black Pack""","Was shooting unsupported at the 100m steel. Could reliably get hits on the 16""""  places.  the 1/3 IPSC could be hit, but was harder.",2026-07-02 02:05:22.4091831+00:00,2026-07-02 02:05:22.4091857+00:00
472,01KWG95P3AZJBZZST3W5QNYBW2,2021-06-05 20:05:22.4095549,"MRA Renegade .223 16""",CHAS,50,Federal 55gr bulk,"Was shooting unsupported at the 100m steel. 6x was accurate,  At 3x - not so accurate.",2026-07-02 02:05:22.4102547+00:00,2026-07-02 02:05:22.4102566+00:00
473,01KWG95P3B1B4GMZ68H0N40SGF,2021-06-05 20:05:22.4106341,Winchester SXP,CHAS,225,Assorted target loads,Ladies Day @ CHAS.  Jennifer said that extraction was a problem.,2026-07-02 02:05:22.4113044+00:00,2026-07-02 02:05:22.4113065+00:00
474,01KWG95P3C82Y9TJNZ2GR6Y1T3,2021-06-07 20:05:22.4116215,Grey Birch 10/22,SPFGA,50,Eley Force,Gathering muzzle velocity.,2026-07-02 02:05:22.4129843+00:00,2026-07-02 02:05:22.4129864+00:00
475,01KWG95P3FZXK2FF6QN9DXKQPY,2021-06-07 20:05:22.4132946,Grey Birch 10/22,SPFGA,60,CCI SV,Gathering muzzle velocity. Shooting at 150m.  +21MOA,2026-07-02 02:05:22.4151086+00:00,2026-07-02 02:05:22.4151123+00:00
476,01KWG95P3H12NHVD7CSR5Q7SET,2021-06-07 20:05:22.4154692,Grey Birch 10/22,SPFGA,120,"Federal 36gr HP ""Black Pack""",Muzzle Velocity. Shooting at 150m.  +13.75MOA (approx).  Windage was around 1.5MOA right,2026-07-02 02:05:22.417106+00:00,2026-07-02 02:05:22.4171103+00:00
477,01KWG95P3KDMSWY5K3A290FM8V,2021-06-11 20:05:22.4175864,Grey Birch 10/22,SPFGA,50,"Federal 36gr HP ""Black Pack""",Shooting at 50m. 23C. -0.5MOA Elevation. Good groups (as good as the Sterling Cross).,2026-07-02 02:05:22.4193274+00:00,2026-07-02 02:05:22.4193358+00:00
478,01KWG95P3PX36NXJBGKH5F24P0,2021-06-11 20:05:22.4196935,Grey Birch 10/22,SPFGA,50,CCI SV,"Shooting at 50m. 23C. +2.5MOA Elevation. Kind of """"meh"""" groups.",2026-07-02 02:05:22.4221021+00:00,2026-07-02 02:05:22.4221071+00:00
479,01KWG95P3R1QWK5JKDRCVJC658,2021-06-11 20:05:22.4224803,Grey Birch 10/22,SPFGA,70,Sterling Cross,Shooting at 50m.  23C. +2.0MOA Elevation. Good groups (as good as the Federal 36gr),2026-07-02 02:05:22.4242542+00:00,2026-07-02 02:05:22.4242576+00:00
480,01KWG95P3T44D8BW3GDY2W9B4B,2021-06-11 20:05:22.4246115,Grey Birch 10/22,SPFGA,50,Peter's .22LR,Shooting at 50m. 23C. +1.0MOA/-1.0MOA. Not bad groups,2026-07-02 02:05:22.4267439+00:00,2026-07-02 02:05:22.426748+00:00
481,01KWG95P3W63ESE3M9BJ84C6ZJ,2021-06-14 20:05:22.4270767,Grey Birch 10/22,SPFGA,60,"Federal 36gr HP ""Black Pack""","Rimfire silhouettes.  I think I was getting hit about 35% of the time?  +6MOA at 100, about +2.5MOA at 77, 0 MOA at 60 & 40",2026-07-02 02:05:22.4288747+00:00,2026-07-02 02:05:22.4288771+00:00
482,01KWG95P3ZYFVB9M09KA93XBWB,2021-06-14 20:05:22.4292306,Grey Birch 10/22,SPFGA,20,"Federal 36gr HP ""Black Pack""","Rimfire silhouettes.  I think I was getting hit about 35% of the time?  +6MOA at 100, about +2.5MOA at 77, 0 MOA at 60 & 40",2026-07-02 02:05:22.4313998+00:00,2026-07-02 02:05:22.4314026+00:00
483,01KWG95P41HTQFV3Y3MJZXQ0J0,2021-06-28 20:05:22.4317295,Grey Birch 10/22,SPFGA,100,Sterling Cross,"RImfire silhouettes.  +6.5MOA@100m, +4MOA@77,+0.5MO@60, 0 MOA@ 40.  +32C.  ",2026-07-02 02:05:22.4336202+00:00,2026-07-02 02:05:22.4336233+00:00
484,01KWG95P44WGSJANFMR5NHJEM3,2021-06-28 20:05:22.4339638,Grey Birch 10/22,SPFGA,20,"Federal 36gr HP ""Black Pack""","RImfire silhouettes.  +6.5MOA@100m, +4MOA@77,+0.5MO@60, 0 MOA@ 40.  +32C.  ",2026-07-02 02:05:22.4365296+00:00,2026-07-02 02:05:22.4365327+00:00
485,01KWG95P483QD8T4KMKE8575B2,2021-07-14 20:05:22.4370681,Remington 597,SPFGA,130,CCI SV,Zeroing the Remington 597 @ 50m.,2026-07-02 02:05:22.4404775+00:00,2026-07-02 02:05:22.4404827+00:00
486,01KWG95P4C7YX8JXC98QBMHMMB,2021-07-14 20:05:22.4410831,Remington 597,SPFGA,25,"Federal 36gr HP ""Black Pack""",1285 fps.  +26C. The rifle was zerod for the CCI SV.  Need to compare how high the Federal 36gr hits.,2026-07-02 02:05:22.4446289+00:00,2026-07-02 02:05:22.4446339+00:00
487,01KWG95P4F38946RSG3PP9H486,2021-07-26 20:05:22.445008,Grey Birch 10/22,SPFGA,275,Sterling Cross,"25m. 22C. Needed +3.25MOA Elevation, +1MOA Wind.  Rapid MQT practice.  The scored target was 231.  Definate POI shift when I switched from the tri-mag to the single mags.",2026-07-02 02:05:22.447669+00:00,2026-07-02 02:05:22.4476815+00:00
488,01KWG95P4K470HEK8ZMVN55489,2021-08-02 20:05:22.4481337,Grey Birch 10/22,SPFGA,100,"Federal 36gr HP ""Black Pack""","RImfire silhouettes.  +6.5MOA@100m, +4MOA@77,+0.0MO@60, 0 MOA@ 40.  +2C.  ",2026-07-02 02:05:22.4514868+00:00,2026-07-02 02:05:22.4515065+00:00
489,01KWG95P4QGJ6MN1V3A9QD8ZE8,2021-08-05 20:05:22.4522349,Remington 597,CHAS,70,Peter's .22LR,"50m range with Donna.  Made adjustments to shoot at 50m.  +4MOA, IIRC",2026-07-02 02:05:22.4553131+00:00,2026-07-02 02:05:22.4553171+00:00
490,01KWG95P4S9QY3PR7DC7SN2H3V,2021-08-05 20:05:22.4557189,Israeli 98k,CHAS,30,"Assorted 125, 150, and 180gr",50m range with Donna.  Zeroed for 50m with the 150gr stuff.,2026-07-02 02:05:22.4572457+00:00,2026-07-02 02:05:22.4572479+00:00
491,01KWG95P4VYSE5VAEF04GD0RAE,2021-08-06 20:05:22.4575324,Israeli 98k,CHAS,33,"150gr SP, 47.0 gr IMR-4895",100m. Zeroed.  Series #43. This seemed to group well.,2026-07-02 02:05:22.4593526+00:00,2026-07-02 02:05:22.459355+00:00
492,01KWG95P4XPA2SR4SSVX2DQ2FN,2021-08-06 20:05:22.459613,Israeli 98k,CHAS,15,180gr Barnes TSX,100m. Series #44. Was hitting 4MOA left and about 2MOA low from the zero with the 150gr SP/47.0 gr IMR-4895,2026-07-02 02:05:22.4611353+00:00,2026-07-02 02:05:22.4611371+00:00
493,01KWG95P4YKV1TQ7C6RWRMNWCD,2021-08-11 20:05:22.4613875,M96,SPFGA,28,140g Hornady,100m. Series #45. Zeroed the Bushnell.  Groups between 1.0MOA and 1.5MOA.,2026-07-02 02:05:22.4624155+00:00,2026-07-02 02:05:22.4624172+00:00
494,01KWG95P51X1RVV1GN3B2GH3VT,2021-08-25 20:05:22.4627625,Grey Birch 10/22,SPFGA,29,Peter's .22LR,25m Mapleseed drills.  +0.75 MOA/ 0 MOA. Comparable to the Federal Black Pack 36gr HP,2026-07-02 02:05:22.4650662+00:00,2026-07-02 02:05:22.4650689+00:00
495,01KWG95P541KC1T1Z062F24HVX,2021-08-25 20:05:22.4653474,Grey Birch 10/22,SPFGA,30,CCI SV,25m Mapleseed drills.  +1.0 MOA/+1.0MOA.  Good groups,2026-07-02 02:05:22.4680783+00:00,2026-07-02 02:05:22.4680817+00:00
496,01KWG95P57CCSPKBJRFYQ75085,2021-08-25 20:05:22.4687746,Grey Birch 10/22,SPFGA,250,"Federal 36gr HP ""Black Pack""",25m Mapleseed drills.  +0.75 MOA/ 0 MOA,2026-07-02 02:05:22.4716112+00:00,2026-07-02 02:05:22.471615+00:00
497,01KWG95P5ADAFQ77BNMS6MF7AD,2021-08-28 20:05:22.4719471,Israeli 98k,Bonnyville,49,Assorted handloads,Was OCW testing IMR-4064 & 150gr Speers.  Poor results all around.  The 46.0gr loads were okay,2026-07-02 02:05:22.4740323+00:00,2026-07-02 02:05:22.4740353+00:00
498,01KWG95P5BKJQQ5SQW09NPM9EJ,2021-09-06 20:05:22.4743338,SKS,SPFGA,45,Romanian and Norinco,ShotMarker fun at 100m and 300m. It seems that the Romanian works best; 5MOA ~ 6MOA accuracy.,2026-07-02 02:05:22.4757458+00:00,2026-07-02 02:05:22.4757476+00:00
499,01KWG95P5CQM6BE6X5TVCSW8D3,2021-10-03 20:05:22.4760157,MRA Renegade 6.5 Grendel,SPFGA,13,Federal Fusion 120gr,"Put a rough zero 100m zero on. Zeroed at 50m, then dialed down 1.25MOA.",2026-07-02 02:05:22.4763872+00:00,2026-07-02 02:05:22.4763889+00:00
